redemption_id,card_id,redemption_date,redemption_amount
GC-500933-R1,GC-500933,2024-10-08,37.14
GC-500933-R2,GC-500933,2024-12-08,112.73
GC-500935-R1,GC-500935,2025-01-22,24.65
GC-500937-R1,GC-500937,2023-03-15,9.55
GC-500937-R2,GC-500937,2023-08-15,14.38
GC-500938-R1,GC-500938,2023-11-28,23.1
GC-500939-R1,GC-500939,2023-11-14,187.8
GC-500940-R1,GC-500940,2023-07-23,9.69
GC-500941-R1,GC-500941,2025-02-01,72.75
GC-500943-R1,GC-500943,2024-06-14,39.43
GC-500943-R2,GC-500943,2024-07-14,60.23
GC-500943-R3,GC-500943,2024-09-14,24.19
GC-500944-R1,GC-500944,2024-04-14,23.84
GC-500945-R1,GC-500945,2022-02-17,43.18
GC-500945-R2,GC-500945,2022-03-04,-20.17
GC-500946-R1,GC-500946,2023-10-12,97.89
GC-500947-R1,GC-500947,2024-09-22,44.4
GC-500947-R2,GC-500947,2024-12-22,19.31
GC-500948-R1,GC-500948,2024-04-01,180.55
GC-500949-R1,GC-500949,2024-08-27,45.02
GC-500950-R1,GC-500950,2022-06-23,46.25
GC-500951-R1,GC-500951,2023-11-17,98.74
GC-500952-R1,GC-500952,2023-11-01,23.54
GC-500954-R1,GC-500954,2023-07-02,46.31
GC-500955-R1,GC-500955,2024-06-28,60.31
GC-500955-R2,GC-500955,2024-07-01,-12.32
GC-500956-R1,GC-500956,2024-07-10,189.88
GC-500957-R1,GC-500957,2023-12-28,189.88
GC-500958-R1,GC-500958,2023-05-18,40.38
GC-500958-R2,GC-500958,2023-08-18,41.45
GC-500958-R3,GC-500958,2023-12-18,111.71
GC-500959-R1,GC-500959,2024-04-28,192.94
GC-500960-R1,GC-500960,2023-11-08,96.87
GC-500961-R1,GC-500961,2022-09-28,64.2
GC-500961-R2,GC-500961,2023-02-28,71.68
GC-500962-R1,GC-500962,2022-04-11,34.58
GC-500962-R2,GC-500962,2022-09-11,23.3
GC-500962-R3,GC-500962,2022-11-11,86.41
GC-500964-R1,GC-500964,2022-07-03,190.61
GC-500965-R1,GC-500965,2023-09-01,98.72
GC-500966-R1,GC-500966,2023-10-03,167.66
GC-500967-R1,GC-500967,2024-04-09,97.64
GC-500968-R1,GC-500968,2022-07-19,45.27
GC-500969-R1,GC-500969,2023-04-01,29.46
GC-500970-R1,GC-500970,2024-09-25,91.12
GC-500971-R1,GC-500971,2024-01-17,49.34
GC-500973-R1,GC-500973,2025-06-13,47.08
GC-500974-R1,GC-500974,2022-08-13,9.71
GC-500976-R1,GC-500976,2024-01-06,87.67
GC-500977-R1,GC-500977,2024-12-28,198.14
GC-500978-R1,GC-500978,2022-04-10,69.92
GC-500979-R1,GC-500979,2024-08-21,92.55
GC-500980-R1,GC-500980,2022-07-12,45.81
GC-500981-R1,GC-500981,2022-09-14,98.01
GC-500982-R1,GC-500982,2024-05-06,11.45
GC-500982-R2,GC-500982,2024-09-06,3.68
GC-500983-R1,GC-500983,2022-08-04,15.29
GC-500983-R2,GC-500983,2022-11-04,27.95
GC-500983-R3,GC-500983,2023-01-04,28.86
GC-500984-R1,GC-500984,2025-01-11,192.94
GC-500985-R1,GC-500985,2022-08-12,68.61
GC-500987-R1,GC-500987,2025-04-17,141.37
GC-500988-R1,GC-500988,2023-06-04,71.89
GC-500989-R1,GC-500989,2024-11-05,49.21
GC-500991-R1,GC-500991,2023-12-21,45.93
GC-500992-R1,GC-500992,2022-10-06,53.67
GC-500992-R2,GC-500992,2023-02-06,81.6
GC-500994-R1,GC-500994,2024-03-12,45.68
GC-500995-R1,GC-500995,2023-02-21,47.41
GC-500996-R1,GC-500996,2023-04-26,73.27
GC-500997-R1,GC-500997,2022-12-27,10.02
GC-500997-R2,GC-500997,2023-04-27,14.52
GC-500997-R3,GC-500997,2023-06-27,24.15
GC-500999-R1,GC-500999,2024-05-11,191.57
GC-501000-R1,GC-501000,2024-10-11,95.13
GC-501001-R1,GC-501001,2022-08-05,11.02
GC-501001-R2,GC-501001,2022-12-05,12.54
GC-501002-R1,GC-501002,2022-12-28,30.75
GC-501002-R2,GC-501002,2023-03-28,49.45
GC-501002-R3,GC-501002,2023-07-28,20.88
GC-501002-R4,GC-501002,2023-09-28,48.0
GC-501004-R1,GC-501004,2022-11-26,158.96
GC-501004-R2,GC-501004,2022-12-10,-78.09
GC-501006-R1,GC-501006,2023-03-21,48.03
GC-501007-R1,GC-501007,2023-12-14,26.96
GC-501008-R1,GC-501008,2023-02-21,135.48
GC-501009-R1,GC-501009,2023-06-10,138.36
GC-501010-R1,GC-501010,2023-12-06,74.22
GC-501011-R1,GC-501011,2022-04-18,99.63
GC-501012-R1,GC-501012,2022-04-27,22.92
GC-501013-R1,GC-501013,2022-12-04,72.81
GC-501014-R1,GC-501014,2023-05-12,70.01
GC-501016-R1,GC-501016,2024-11-14,23.17
GC-501017-R1,GC-501017,2023-11-18,141.33
GC-501018-R1,GC-501018,2024-07-26,48.08
GC-501018-R2,GC-501018,2024-11-26,12.53
GC-501018-R3,GC-501018,2024-12-26,16.16
GC-501019-R1,GC-501019,2022-07-07,70.51
GC-501020-R1,GC-501020,2024-07-16,198.45
GC-501022-R1,GC-501022,2024-02-16,71.36
GC-501022-R2,GC-501022,2024-04-16,47.12
GC-501022-R3,GC-501022,2024-08-16,67.79
GC-501024-R1,GC-501024,2023-11-10,8.49
GC-501024-R2,GC-501024,2024-04-10,4.38
GC-501024-R3,GC-501024,2024-05-10,3.88
GC-501024-R4,GC-501024,2024-08-10,7.09
GC-501026-R1,GC-501026,2023-07-14,37.9
GC-501027-R1,GC-501027,2023-11-16,140.32
GC-501028-R1,GC-501028,2024-12-08,53.99
GC-501031-R1,GC-501031,2022-08-20,61.73
GC-501031-R2,GC-501031,2022-10-20,126.78
GC-501034-R1,GC-501034,2024-10-28,98.24
GC-501036-R1,GC-501036,2024-09-21,21.17
GC-501036-R2,GC-501036,2024-09-24,-8.05
GC-501037-R1,GC-501037,2022-09-14,71.79
GC-501038-R1,GC-501038,2024-03-28,30.36
GC-501038-R2,GC-501038,2024-07-28,39.41
GC-501039-R1,GC-501039,2023-09-18,45.92
GC-501041-R1,GC-501041,2024-08-04,94.75
GC-501042-R1,GC-501042,2022-12-11,87.02
GC-501042-R2,GC-501042,2023-03-11,23.18
GC-501042-R3,GC-501042,2023-08-11,79.02
GC-501043-R1,GC-501043,2024-08-04,93.39
GC-501044-R1,GC-501044,2023-08-11,24.66
GC-501045-R1,GC-501045,2023-01-11,99.59
GC-501045-R2,GC-501045,2023-01-13,-48.52
GC-501046-R1,GC-501046,2023-05-23,148.45
GC-501047-R1,GC-501047,2022-02-27,46.23
GC-501049-R1,GC-501049,2022-06-17,91.81
GC-501050-R1,GC-501050,2024-03-22,22.79
GC-501051-R1,GC-501051,2023-01-22,73.26
GC-501052-R1,GC-501052,2022-05-11,68.86
GC-501053-R1,GC-501053,2022-08-22,10.14
GC-501053-R2,GC-501053,2022-10-22,15.71
GC-501053-R3,GC-501053,2023-03-22,21.21
GC-501054-R1,GC-501054,2024-10-06,140.78
GC-501055-R1,GC-501055,2025-01-09,90.65
GC-501057-R1,GC-501057,2023-02-15,141.1
GC-501058-R1,GC-501058,2023-03-21,71.55
GC-501060-R1,GC-501060,2022-06-02,92.73
GC-501061-R1,GC-501061,2024-02-21,20.21
GC-501061-R2,GC-501061,2024-07-21,27.72
GC-501064-R1,GC-501064,2024-11-16,23.56
GC-501065-R1,GC-501065,2022-10-01,24.02
GC-501066-R1,GC-501066,2024-05-14,194.07
GC-501067-R1,GC-501067,2024-01-08,24.73
GC-501068-R1,GC-501068,2024-06-24,140.37
GC-501069-R1,GC-501069,2022-10-13,31.86
GC-501069-R2,GC-501069,2023-01-13,42.66
GC-501070-R1,GC-501070,2022-07-12,186.06
GC-501071-R1,GC-501071,2024-02-03,71.2
GC-501074-R1,GC-501074,2023-02-26,136.92
GC-501075-R1,GC-501075,2023-09-12,195.65
GC-501077-R1,GC-501077,2024-07-24,198.86
GC-501078-R1,GC-501078,2024-09-13,10.35
GC-501078-R2,GC-501078,2024-11-13,2.97
GC-501079-R1,GC-501079,2024-08-08,11.67
GC-501079-R2,GC-501079,2024-10-08,5.83
GC-501080-R1,GC-501080,2023-10-27,46.65
GC-501082-R1,GC-501082,2023-05-28,19.62
GC-501082-R2,GC-501082,2023-06-07,-8.6
GC-501083-R1,GC-501083,2024-06-17,188.93
GC-501084-R1,GC-501084,2024-08-12,181.3
GC-501085-R1,GC-501085,2022-09-23,144.39
GC-501087-R1,GC-501087,2023-08-23,89.31
GC-501087-R2,GC-501087,2024-01-23,23.77
GC-501087-R3,GC-501087,2024-02-23,79.4
GC-501088-R1,GC-501088,2025-03-25,137.89
GC-501089-R1,GC-501089,2023-05-01,48.19
GC-501090-R1,GC-501090,2024-07-28,45.69
GC-501091-R1,GC-501091,2024-08-11,47.65
GC-501091-R2,GC-501091,2024-11-11,56.17
GC-501092-R1,GC-501092,2022-02-17,144.87
GC-501093-R1,GC-501093,2022-05-22,68.97
GC-501096-R1,GC-501096,2024-11-05,23.64
GC-501097-R1,GC-501097,2023-07-26,184.46
GC-501098-R1,GC-501098,2024-11-05,195.37
GC-501099-R1,GC-501099,2024-03-28,23.41
GC-501101-R1,GC-501101,2022-05-28,45.99
GC-501102-R1,GC-501102,2024-05-27,45.89
GC-501104-R1,GC-501104,2024-01-25,34.21
GC-501104-R2,GC-501104,2024-06-25,17.05
GC-501104-R3,GC-501104,2024-07-25,19.66
GC-501105-R1,GC-501105,2023-01-23,17.46
GC-501105-R2,GC-501105,2023-03-23,13.57
GC-501105-R3,GC-501105,2023-08-23,14.93
GC-501107-R1,GC-501107,2022-09-16,148.29
GC-501109-R1,GC-501109,2024-07-06,57.97
GC-501109-R2,GC-501109,2024-11-06,28.74
GC-501110-R1,GC-501110,2022-07-16,13.14
GC-501110-R2,GC-501110,2022-11-16,36.33
GC-501111-R1,GC-501111,2022-11-18,71.63
GC-501112-R1,GC-501112,2024-10-28,69.23
GC-501113-R1,GC-501113,2024-08-22,26.59
GC-501113-R2,GC-501113,2024-09-22,17.2
GC-501113-R3,GC-501113,2024-11-22,50.54
GC-501114-R1,GC-501114,2022-07-05,10.13
GC-501114-R2,GC-501114,2022-09-05,3.01
GC-501114-R3,GC-501114,2022-10-05,3.11
GC-501114-R4,GC-501114,2023-03-05,6.99
GC-501115-R1,GC-501115,2024-02-15,47.99
GC-501115-R2,GC-501115,2024-07-15,69.21
GC-501115-R3,GC-501115,2024-12-15,32.87
GC-501116-R1,GC-501116,2024-08-01,99.46
GC-501117-R1,GC-501117,2024-11-22,92.28
GC-501118-R1,GC-501118,2023-05-09,146.79
GC-501119-R1,GC-501119,2022-09-25,27.52
GC-501119-R2,GC-501119,2022-10-04,-12.55
GC-501120-R1,GC-501120,2024-03-07,51.83
GC-501120-R2,GC-501120,2024-06-07,29.07
GC-501120-R3,GC-501120,2024-10-07,22.03
GC-501121-R1,GC-501121,2024-11-06,135.35
GC-501122-R1,GC-501122,2024-02-08,244.2
GC-501123-R1,GC-501123,2024-08-11,68.79
GC-501123-R2,GC-501123,2024-11-11,16.42
GC-501123-R3,GC-501123,2024-12-11,55.59
GC-501124-R1,GC-501124,2023-01-28,192.07
GC-501126-R1,GC-501126,2025-01-20,71.39
GC-501127-R1,GC-501127,2024-04-11,7.23
GC-501127-R2,GC-501127,2024-06-11,3.73
GC-501127-R3,GC-501127,2024-08-11,3.47
GC-501127-R4,GC-501127,2024-12-11,8.39
GC-501129-R1,GC-501129,2024-05-18,47.23
GC-501131-R1,GC-501131,2024-12-13,93.47
GC-501135-R1,GC-501135,2022-08-17,194.45
GC-501136-R1,GC-501136,2023-01-06,8.18
GC-501136-R2,GC-501136,2023-04-06,4.25
GC-501136-R3,GC-501136,2023-05-06,11.96
GC-501137-R1,GC-501137,2022-03-09,193.89
GC-501138-R1,GC-501138,2024-08-28,90.38
GC-501139-R1,GC-501139,2024-04-01,75.16
GC-501139-R2,GC-501139,2024-08-01,114.12
GC-501140-R1,GC-501140,2024-08-22,45.85
GC-501141-R1,GC-501141,2024-01-26,146.12
GC-501142-R1,GC-501142,2023-07-14,93.58
GC-501144-R1,GC-501144,2022-07-28,186.17
GC-501145-R1,GC-501145,2024-02-12,46.87
GC-501146-R1,GC-501146,2024-10-13,23.34
GC-501147-R1,GC-501147,2023-06-28,183.36
GC-501148-R1,GC-501148,2022-09-09,71.72
GC-501149-R1,GC-501149,2024-05-20,23.08
GC-501150-R1,GC-501150,2022-03-28,40.95
GC-501150-R2,GC-501150,2022-06-28,57.42
GC-501150-R3,GC-501150,2022-09-28,87.95
GC-501152-R1,GC-501152,2023-06-18,10.0
GC-501156-R1,GC-501156,2023-05-22,146.38
GC-501157-R1,GC-501157,2023-07-14,5.56
GC-501157-R2,GC-501157,2023-09-14,6.71
GC-501157-R3,GC-501157,2023-11-14,10.38
GC-501158-R1,GC-501158,2024-11-05,69.88
GC-501159-R1,GC-501159,2024-09-28,73.13
GC-501160-R1,GC-501160,2024-01-03,57.73
GC-501162-R1,GC-501162,2024-12-03,15.28
GC-501163-R1,GC-501163,2023-03-05,136.17
GC-501164-R1,GC-501164,2023-04-09,91.76
GC-501166-R1,GC-501166,2024-07-26,20.27
GC-501166-R2,GC-501166,2024-11-26,5.58
GC-501168-R1,GC-501168,2023-11-11,32.04
GC-501168-R2,GC-501168,2024-02-11,14.71
GC-501168-R3,GC-501168,2024-06-11,11.98
GC-501168-R4,GC-501168,2024-08-11,34.33
GC-501169-R1,GC-501169,2022-05-27,95.53
GC-501169-R2,GC-501169,2022-08-27,31.2
GC-501169-R3,GC-501169,2022-11-27,67.78
GC-501171-R1,GC-501171,2024-06-24,186.97
GC-501172-R1,GC-501172,2024-03-28,75.69
GC-501172-R2,GC-501172,2024-05-28,30.42
GC-501172-R3,GC-501172,2024-09-28,78.83
GC-501174-R1,GC-501174,2022-04-26,28.72
GC-501176-R1,GC-501176,2024-12-30,95.86
GC-501177-R1,GC-501177,2024-03-07,57.0
GC-501177-R2,GC-501177,2024-03-09,-28.28
GC-501178-R1,GC-501178,2022-04-04,10.26
GC-501178-R2,GC-501178,2022-06-04,3.58
GC-501178-R3,GC-501178,2022-08-04,10.59
GC-501179-R1,GC-501179,2023-06-10,47.51
GC-501180-R1,GC-501180,2024-04-16,24.37
GC-501181-R1,GC-501181,2024-09-17,198.26
GC-501182-R1,GC-501182,2022-08-13,23.44
GC-501183-R1,GC-501183,2023-04-26,96.73
GC-501184-R1,GC-501184,2022-02-15,146.84
GC-501185-R1,GC-501185,2022-04-15,82.77
GC-501187-R1,GC-501187,2024-01-08,33.48
GC-501187-R2,GC-501187,2024-02-08,39.01
GC-501189-R1,GC-501189,2022-07-22,24.67
GC-501192-R1,GC-501192,2022-08-04,29.45
GC-501196-R1,GC-501196,2025-04-28,47.49
GC-501197-R1,GC-501197,2024-10-14,27.18
GC-501197-R2,GC-501197,2024-12-14,30.83
GC-501198-R1,GC-501198,2024-09-09,27.55
GC-501201-R1,GC-501201,2022-05-26,70.33
GC-501202-R1,GC-501202,2024-07-13,13.99
GC-501202-R2,GC-501202,2024-12-13,32.31
GC-501203-R1,GC-501203,2023-01-26,28.83
GC-501203-R2,GC-501203,2023-04-26,8.66
GC-501203-R3,GC-501203,2023-09-26,30.97
GC-501205-R1,GC-501205,2024-08-28,90.09
GC-501206-R1,GC-501206,2023-10-28,96.8
GC-501207-R1,GC-501207,2022-04-12,26.67
GC-501208-R1,GC-501208,2024-09-19,47.48
GC-501209-R1,GC-501209,2023-11-22,184.21
GC-501210-R1,GC-501210,2023-07-02,107.77
GC-501212-R1,GC-501212,2024-05-12,9.77
GC-501212-R2,GC-501212,2024-10-12,4.47
GC-501212-R3,GC-501212,2024-12-12,2.85
GC-501213-R1,GC-501213,2024-02-15,183.27
GC-501214-R1,GC-501214,2023-08-21,46.09
GC-501215-R1,GC-501215,2023-01-28,25.9
GC-501216-R1,GC-501216,2022-11-16,91.8
GC-501217-R1,GC-501217,2024-06-07,194.45
GC-501218-R1,GC-501218,2024-06-23,58.88
GC-501218-R2,GC-501218,2024-07-07,-23.62
GC-501220-R1,GC-501220,2022-06-24,6.07
GC-501220-R2,GC-501220,2022-11-24,6.19
GC-501220-R3,GC-501220,2023-04-24,3.59
GC-501220-R4,GC-501220,2023-05-24,6.86
GC-501221-R1,GC-501221,2024-03-26,57.74
GC-501221-R2,GC-501221,2024-08-26,136.31
GC-501223-R1,GC-501223,2023-06-11,143.08
GC-501224-R1,GC-501224,2022-11-28,145.43
GC-501226-R1,GC-501226,2023-11-10,6.27
GC-501226-R2,GC-501226,2023-12-10,5.13
GC-501226-R3,GC-501226,2024-01-10,13.55
GC-501228-R1,GC-501228,2024-12-06,143.07
GC-501229-R1,GC-501229,2024-08-01,45.71
GC-501230-R1,GC-501230,2023-04-02,69.58
GC-501231-R1,GC-501231,2023-09-07,96.5
GC-501232-R1,GC-501232,2023-07-05,99.4
GC-501233-R1,GC-501233,2023-07-25,192.91
GC-501234-R1,GC-501234,2024-06-02,46.58
GC-501235-R1,GC-501235,2023-09-22,68.43
GC-501236-R1,GC-501236,2022-07-16,196.19
GC-501237-R1,GC-501237,2023-11-15,13.72
GC-501240-R1,GC-501240,2024-01-10,24.74
GC-501241-R1,GC-501241,2024-09-06,193.56
GC-501243-R1,GC-501243,2023-02-16,95.68
GC-501244-R1,GC-501244,2023-08-26,62.09
GC-501244-R2,GC-501244,2024-01-26,22.65
GC-501244-R3,GC-501244,2024-05-26,56.53
GC-501245-R1,GC-501245,2023-07-14,159.35
GC-501245-R2,GC-501245,2023-07-29,-36.18
GC-501246-R1,GC-501246,2022-06-07,49.72
GC-501247-R1,GC-501247,2023-11-09,98.08
GC-501248-R1,GC-501248,2023-03-07,48.47
GC-501249-R1,GC-501249,2022-02-12,49.55
GC-501250-R1,GC-501250,2023-12-08,226.35
GC-501252-R1,GC-501252,2022-07-15,44.48
GC-501252-R2,GC-501252,2022-09-15,49.31
GC-501253-R1,GC-501253,2022-08-28,71.12
GC-501254-R1,GC-501254,2024-07-17,61.83
GC-501254-R2,GC-501254,2024-07-19,-29.72
GC-501255-R1,GC-501255,2022-05-28,4.85
GC-501255-R2,GC-501255,2022-07-28,6.15
GC-501255-R3,GC-501255,2022-08-28,13.04
GC-501256-R1,GC-501256,2024-10-01,10.77
GC-501257-R1,GC-501257,2023-02-15,22.73
GC-501257-R2,GC-501257,2023-04-15,16.77
GC-501257-R3,GC-501257,2023-07-15,29.7
GC-501258-R1,GC-501258,2024-07-17,28.2
GC-501258-R2,GC-501258,2024-09-17,14.79
GC-501258-R3,GC-501258,2024-12-17,48.63
GC-501259-R1,GC-501259,2022-11-01,115.29
GC-501260-R1,GC-501260,2023-08-28,28.23
GC-501260-R2,GC-501260,2023-12-28,23.37
GC-501260-R3,GC-501260,2024-04-28,10.36
GC-501260-R4,GC-501260,2024-05-28,32.93
GC-501261-R1,GC-501261,2022-09-24,71.25
GC-501262-R1,GC-501262,2024-03-02,50.5
GC-501262-R2,GC-501262,2024-07-02,26.21
GC-501262-R3,GC-501262,2024-09-02,69.35
GC-501265-R1,GC-501265,2023-02-22,192.69
GC-501266-R1,GC-501266,2022-05-20,11.28
GC-501266-R2,GC-501266,2022-06-20,12.05
GC-501266-R3,GC-501266,2022-11-20,7.68
GC-501266-R4,GC-501266,2023-01-20,18.64
GC-501267-R1,GC-501267,2024-02-20,21.11
GC-501267-R2,GC-501267,2024-05-20,69.5
GC-501269-R1,GC-501269,2022-07-25,6.86
GC-501269-R2,GC-501269,2022-12-25,3.98
GC-501269-R3,GC-501269,2023-02-25,13.31
GC-501270-R1,GC-501270,2024-10-03,69.78
GC-501271-R1,GC-501271,2023-02-24,27.87
GC-501271-R2,GC-501271,2023-04-24,17.85
GC-501271-R3,GC-501271,2023-06-24,10.26
GC-501271-R4,GC-501271,2023-07-24,17.08
GC-501272-R1,GC-501272,2023-02-25,192.04
GC-501273-R1,GC-501273,2023-05-28,99.26
GC-501274-R1,GC-501274,2024-02-10,99.9
GC-501275-R1,GC-501275,2022-04-18,47.09
GC-501276-R1,GC-501276,2024-01-20,222.83
GC-501278-R1,GC-501278,2023-10-17,70.97
GC-501279-R1,GC-501279,2024-12-10,63.86
GC-501280-R1,GC-501280,2024-03-26,94.01
GC-501281-R1,GC-501281,2023-05-24,47.96
GC-501282-R1,GC-501282,2025-01-21,194.41
GC-501283-R1,GC-501283,2023-08-28,71.64
GC-501284-R1,GC-501284,2023-07-03,20.99
GC-501284-R2,GC-501284,2023-07-09,-9.7
GC-501286-R1,GC-501286,2023-11-27,197.68
GC-501287-R1,GC-501287,2023-10-27,24.06
GC-501289-R1,GC-501289,2022-10-06,164.31
GC-501289-R2,GC-501289,2022-10-18,-62.65
GC-501291-R1,GC-501291,2023-03-15,11.1
GC-501291-R2,GC-501291,2023-05-15,37.55
GC-501292-R1,GC-501292,2023-02-14,36.32
GC-501292-R2,GC-501292,2023-02-16,-10.64
GC-501293-R1,GC-501293,2024-06-18,137.82
GC-501295-R1,GC-501295,2023-07-24,90.21
GC-501297-R1,GC-501297,2022-02-20,38.07
GC-501297-R2,GC-501297,2022-06-20,46.2
GC-501297-R3,GC-501297,2022-10-20,27.47
GC-501297-R4,GC-501297,2023-01-20,34.3
GC-501299-R1,GC-501299,2023-01-10,5.52
GC-501299-R2,GC-501299,2023-03-10,3.57
GC-501299-R3,GC-501299,2023-07-10,4.31
GC-501299-R4,GC-501299,2023-10-10,9.36
GC-501300-R1,GC-501300,2023-04-12,96.87
GC-501301-R1,GC-501301,2023-02-14,24.14
GC-501301-R2,GC-501301,2023-02-21,-5.69
GC-501305-R1,GC-501305,2022-07-06,48.89
GC-501306-R1,GC-501306,2024-10-03,98.15
GC-501307-R1,GC-501307,2023-01-24,74.96
GC-501308-R1,GC-501308,2024-03-16,51.01
GC-501310-R1,GC-501310,2024-12-28,143.04
GC-501312-R1,GC-501312,2024-09-27,23.01
GC-501313-R1,GC-501313,2024-11-28,7.66
GC-501314-R1,GC-501314,2023-10-12,45.28
GC-501315-R1,GC-501315,2024-03-13,9.67
GC-501315-R2,GC-501315,2024-04-13,14.57
GC-501316-R1,GC-501316,2022-11-20,46.83
GC-501317-R1,GC-501317,2024-09-02,47.35
GC-501319-R1,GC-501319,2023-02-16,24.7
GC-501321-R1,GC-501321,2024-12-24,164.11
GC-501321-R2,GC-501321,2025-01-03,-51.41
GC-501322-R1,GC-501322,2023-08-10,51.83
GC-501322-R2,GC-501322,2023-09-10,37.38
GC-501322-R3,GC-501322,2024-01-10,16.0
GC-501322-R4,GC-501322,2024-05-10,30.63
GC-501323-R1,GC-501323,2022-12-04,72.35
GC-501324-R1,GC-501324,2022-09-09,36.5
GC-501324-R2,GC-501324,2022-10-09,110.18
GC-501325-R1,GC-501325,2023-05-10,9.55
GC-501325-R2,GC-501325,2023-06-10,4.04
GC-501325-R3,GC-501325,2023-07-10,5.32
GC-501325-R4,GC-501325,2023-12-10,5.48
GC-501326-R1,GC-501326,2024-09-17,20.78
GC-501326-R2,GC-501326,2024-10-01,-5.92
GC-501327-R1,GC-501327,2024-10-26,73.14
GC-501328-R1,GC-501328,2023-12-10,71.5
GC-501328-R2,GC-501328,2024-04-10,118.57
GC-501329-R1,GC-501329,2022-04-18,22.23
GC-501329-R2,GC-501329,2022-06-18,10.95
GC-501329-R3,GC-501329,2022-08-18,5.42
GC-501329-R4,GC-501329,2022-10-18,7.16
GC-501330-R1,GC-501330,2025-01-23,98.3
GC-501330-R2,GC-501330,2025-01-27,-29.66
GC-501331-R1,GC-501331,2024-11-01,74.69
GC-501333-R1,GC-501333,2022-08-28,23.64
GC-501334-R1,GC-501334,2022-06-20,140.45
GC-501335-R1,GC-501335,2023-07-13,35.99
GC-501335-R2,GC-501335,2023-11-13,37.23
GC-501337-R1,GC-501337,2024-08-21,78.77
GC-501337-R2,GC-501337,2024-08-29,-27.71
GC-501338-R1,GC-501338,2023-11-28,181.14
GC-501340-R1,GC-501340,2023-09-02,45.45
GC-501340-R2,GC-501340,2024-01-02,11.93
GC-501340-R3,GC-501340,2024-03-02,39.31
GC-501341-R1,GC-501341,2024-05-23,47.01
GC-501342-R1,GC-501342,2023-03-12,189.52
GC-501343-R1,GC-501343,2023-04-15,20.84
GC-501343-R2,GC-501343,2023-05-15,27.36
GC-501345-R1,GC-501345,2023-09-07,183.52
GC-501346-R1,GC-501346,2022-09-17,48.24
GC-501346-R2,GC-501346,2022-10-17,140.79
GC-501347-R1,GC-501347,2024-09-27,23.55
GC-501347-R2,GC-501347,2024-11-27,22.12
GC-501349-R1,GC-501349,2022-12-24,101.0
GC-501349-R2,GC-501349,2023-01-02,-48.49
GC-501351-R1,GC-501351,2024-08-11,58.77
GC-501354-R1,GC-501354,2024-05-28,9.18
GC-501354-R2,GC-501354,2024-09-28,14.07
GC-501355-R1,GC-501355,2024-05-20,35.23
GC-501355-R2,GC-501355,2024-09-20,12.64
GC-501355-R3,GC-501355,2024-11-20,25.84
GC-501356-R1,GC-501356,2024-05-28,93.82
GC-501357-R1,GC-501357,2022-10-23,22.72
GC-501358-R1,GC-501358,2025-01-13,148.91
GC-501359-R1,GC-501359,2022-09-08,73.89
GC-501360-R1,GC-501360,2024-04-20,43.71
GC-501360-R2,GC-501360,2024-04-29,-14.16
GC-501361-R1,GC-501361,2022-06-16,47.54
GC-501362-R1,GC-501362,2023-12-22,195.28
GC-501364-R1,GC-501364,2023-02-16,44.81
GC-501366-R1,GC-501366,2024-09-05,137.38
GC-501368-R1,GC-501368,2022-11-22,45.47
GC-501369-R1,GC-501369,2022-07-26,79.16
GC-501370-R1,GC-501370,2024-12-18,195.55
GC-501371-R1,GC-501371,2023-09-14,147.61
GC-501373-R1,GC-501373,2022-08-28,99.27
GC-501374-R1,GC-501374,2024-09-21,22.69
GC-501375-R1,GC-501375,2022-08-26,6.19
GC-501375-R2,GC-501375,2022-12-26,5.42
GC-501375-R3,GC-501375,2023-03-26,4.65
GC-501375-R4,GC-501375,2023-07-26,7.27
GC-501378-R1,GC-501378,2022-02-11,171.15
GC-501379-R1,GC-501379,2022-04-17,146.41
GC-501380-R1,GC-501380,2023-08-21,68.54
GC-501381-R1,GC-501381,2023-12-03,91.99
GC-501382-R1,GC-501382,2023-10-26,53.95
GC-501382-R2,GC-501382,2023-12-26,57.76
GC-501382-R3,GC-501382,2024-03-26,84.47
GC-501383-R1,GC-501383,2024-02-28,139.67
GC-501386-R1,GC-501386,2024-10-09,24.9
GC-501387-R1,GC-501387,2025-02-22,90.3
GC-501392-R1,GC-501392,2024-08-24,149.19
GC-501393-R1,GC-501393,2024-06-13,41.08
GC-501393-R2,GC-501393,2024-10-13,52.1
GC-501394-R1,GC-501394,2023-09-17,22.81
GC-501396-R1,GC-501396,2022-02-10,38.95
GC-501397-R1,GC-501397,2022-06-22,50.93
GC-501397-R2,GC-501397,2022-09-22,41.42
GC-501397-R3,GC-501397,2023-02-22,87.98
GC-501399-R1,GC-501399,2024-10-07,12.59
GC-501399-R2,GC-501399,2024-10-09,-5.64
GC-501400-R1,GC-501400,2022-08-04,194.49
GC-501402-R1,GC-501402,2022-05-28,24.87
GC-501405-R1,GC-501405,2024-10-04,23.8
GC-501406-R1,GC-501406,2024-01-28,189.65
GC-501407-R1,GC-501407,2022-11-19,147.53
GC-501408-R1,GC-501408,2022-07-09,90.6
GC-501409-R1,GC-501409,2024-06-28,91.05
GC-501411-R1,GC-501411,2023-01-05,17.55
GC-501411-R2,GC-501411,2023-05-05,8.21
GC-501411-R3,GC-501411,2023-08-05,23.82
GC-501413-R1,GC-501413,2023-01-28,24.36
GC-501414-R1,GC-501414,2023-08-01,46.19
