card_id,customer_id,issuance_date,issued_amount,currency,status
GC-500814,CUST-01003,2022-02-28,71.2,USD,ACTIVE
GC-500815,CUST-01787,2023-06-13,189.52,GBP,ACTIVE
GC-500816,CUST-00490,2024-02-04,191.51,EUR,ACTIVE
GC-500817,CUST-02383,2022-04-30,70.96,USD,ACTIVE
GC-500818,CUST-01464,2022-12-01,70.21,USD,ACTIVE
GC-500819,CUST-01459,2022-04-10,71.47,USD,ACTIVE
GC-500820,CUST-00751,2022-07-13,47.72,EUR,ACTIVE
GC-500821,CUST-01112,2024-01-13,143.7,USD,ACTIVE
GC-500822,CUST-00561,2024-11-27,73.34,USD,ACTIVE
GC-500823,CUST-00906,2023-01-21,145.34,EUR,ACTIVE
GC-500824,CUST-00467,2024-05-04,22.79,USD,ACTIVE
GC-500825,CUST-01965,2023-12-15,187.25,USD,ACTIVE
GC-500826,CUST-01402,2022-12-19,67.72,GBP,ACTIVE
GC-500827,CUST-00528,2022-10-19,46.54,GBP,ACTIVE
GC-500828,CUST-01741,2022-08-17,24.44,USD,ACTIVE
GC-500829,CUST-00805,2022-08-09,190.27,USD,ACTIVE
GC-500830,CUST-01037,2022-03-30,72.51,USD,ACTIVE
GC-500831,CUST-00842,2023-02-14,187.03,USD,ACTIVE
GC-500832,CUST-01137,2023-12-14,49.28,USD,ACTIVE
GC-500833,CUST-00991,2024-10-31,22.75,EUR,ACTIVE
GC-500834,CUST-00058,2024-12-19,183.83,USD,ACTIVE
GC-500835,CUST-00405,2023-03-15,189.49,EUR,ACTIVE
GC-500836,CUST-00759,2024-06-19,22.95,GBP,ACTIVE
GC-500837,CUST-00507,2024-08-12,137.04,USD,ACTIVE
GC-500838,CUST-02283,2022-03-25,71.2,USD,ACTIVE
GC-500839,CUST-00774,2022-05-23,187.35,USD,ACTIVE
GC-500840,CUST-02014,2022-08-04,95.23,USD,ACTIVE
GC-500841,CUST-00489,2022-10-21,96.95,USD,ACTIVE
GC-500842,CUST-01656,2022-09-09,97.25,USD,ACTIVE
GC-500843,CUST-01863,2022-08-10,71.17,USD,ACTIVE
GC-500844,CUST-00122,2022-07-23,24.58,GBP,ACTIVE
GC-500845,CUST-00395,2022-06-06,146.51,GBP,ACTIVE
GC-500846,CUST-01203,2024-10-16,138.92,USD,ACTIVE
GC-500847,CUST-00073,2022-03-06,23.46,USD,ACTIVE
GC-500848,CUST-02014,2024-06-01,72.87,USD,ACTIVE
GC-500849,CUST-02210,2024-08-20,147.82,USD,ACTIVE
GC-500850,CUST-01445,2023-08-06,22.57,USD,ACTIVE
GC-500851,CUST-01501,2023-12-16,135.4,GBP,VOIDED
GC-500852,CUST-01398,2024-02-19,93.45,USD,ACTIVE
GC-500853,CUST-01249,2022-08-23,45.1,USD,ACTIVE
GC-500854,CUST-01548,2024-03-10,136.47,USD,ACTIVE
GC-500855,CUST-00683,2023-09-06,92.02,USD,ACTIVE
GC-500856,CUST-00309,2023-03-15,67.86,USD,ACTIVE
GC-500857,CUST-00377,2022-07-14,69.55,EUR,ACTIVE
GC-500858,CUST-02176,2024-08-31,46.74,USD,ACTIVE
GC-500859,CUST-01237,2024-10-30,96.63,USD,ACTIVE
GC-500860,CUST-01030,2024-11-21,195.27,USD,ACTIVE
GC-500861,CUST-02115,2023-01-18,92.13,EUR,ACTIVE
GC-500862,CUST-01777,2022-05-03,46.82,EUR,ACTIVE
GC-500863,CUST-01230,2024-06-10,73.95,USD,VOIDED
GC-500864,CUST-00834,2024-04-24,72.35,USD,ACTIVE
GC-500865,CUST-01787,2024-05-14,23.0,GBP,ACTIVE
GC-500866,CUST-00173,2024-09-22,24.65,USD,ACTIVE
GC-500867,CUST-01221,2022-05-11,72.54,USD,VOIDED
GC-500868,CUST-01626,2022-10-15,23.93,USD,ACTIVE
GC-500869,CUST-01032,2024-10-13,48.0,USD,ACTIVE
GC-500870,CUST-01349,2024-03-09,184.72,GBP,ACTIVE
GC-500871,CUST-00230,2024-10-01,72.75,EUR,ACTIVE
GC-500872,CUST-01736,2024-08-30,49.82,GBP,ACTIVE
GC-500873,CUST-01487,2024-08-31,73.66,GBP,ACTIVE
GC-500874,CUST-00143,2022-04-22,184.79,GBP,ACTIVE
GC-500875,CUST-01267,2024-01-14,23.84,GBP,ACTIVE
GC-500876,CUST-01592,2022-01-17,69.76,USD,ACTIVE
GC-500877,CUST-00657,2024-06-17,74.1,GBP,ACTIVE
GC-500878,CUST-00139,2023-07-16,94.71,USD,ACTIVE
GC-500879,CUST-01724,2023-11-01,180.55,USD,ACTIVE
GC-500880,CUST-00753,2024-06-27,45.02,GBP,ACTIVE
GC-500881,CUST-01286,2022-06-18,46.25,USD,ACTIVE
GC-500882,CUST-00533,2024-04-20,94.78,USD,ACTIVE
GC-500883,CUST-00711,2023-11-02,45.42,USD,ACTIVE
GC-500884,CUST-00937,2022-07-02,46.31,USD,ACTIVE
GC-500885,CUST-01643,2024-05-28,68.62,EUR,ACTIVE
GC-500886,CUST-02154,2024-06-10,189.88,USD,ACTIVE
GC-500887,CUST-00781,2023-06-30,189.88,USD,ACTIVE
GC-500888,CUST-00847,2023-03-18,193.54,USD,ACTIVE
GC-500889,CUST-02388,2024-07-27,23.67,USD,ACTIVE
GC-500890,CUST-00870,2024-02-25,97.36,GBP,ACTIVE
GC-500891,CUST-01452,2022-04-04,71.28,USD,ACTIVE
GC-500892,CUST-02019,2023-11-26,45.45,USD,ACTIVE
GC-500893,CUST-01774,2022-10-18,23.28,USD,ACTIVE
GC-500894,CUST-01477,2024-05-30,72.1,USD,ACTIVE
GC-500895,CUST-02118,2023-10-04,46.58,USD,ACTIVE
GC-500896,CUST-01803,2022-04-19,45.27,USD,ACTIVE
GC-500897,CUST-01066,2022-12-01,94.36,GBP,ACTIVE
GC-500898,CUST-01461,2024-09-20,91.12,USD,ACTIVE
GC-500899,CUST-00607,2022-09-11,23.01,USD,ACTIVE
GC-500900,CUST-00870,2022-01-09,137.71,EUR,ACTIVE
GC-500901,CUST-00387,2023-11-05,72.61,USD,ACTIVE
GC-500902,CUST-01615,2024-02-05,24.59,EUR,ACTIVE
GC-500903,CUST-01886,2024-09-09,199.1,USD,ACTIVE
GC-500904,CUST-00024,2023-11-06,192.45,USD,ACTIVE
GC-500905,CUST-01563,2022-07-09,68.84,USD,ACTIVE
GC-500906,CUST-01592,2024-04-04,195.05,USD,ACTIVE
GC-500907,CUST-00494,2023-09-04,97.36,USD,ACTIVE
GC-500908,CUST-00394,2024-01-23,47.45,EUR,VOIDED
GC-500909,CUST-01952,2023-07-04,141.35,EUR,ACTIVE
GC-500910,CUST-00764,2024-06-08,90.93,GBP,ACTIVE
GC-500911,CUST-02150,2022-06-21,94.37,USD,VOIDED
GC-500912,CUST-01957,2023-09-08,48.42,USD,ACTIVE
GC-500913,CUST-00185,2024-11-17,141.37,USD,ACTIVE
GC-500914,CUST-02329,2023-06-03,71.89,USD,ACTIVE
GC-500915,CUST-00467,2024-08-05,49.21,USD,ACTIVE
GC-500916,CUST-01220,2023-10-05,189.1,EUR,ACTIVE
GC-500917,CUST-01086,2023-12-01,45.93,USD,ACTIVE
GC-500918,CUST-01063,2022-08-06,135.27,USD,ACTIVE
GC-500919,CUST-01994,2023-09-13,140.41,EUR,ACTIVE
GC-500920,CUST-01618,2023-09-12,45.68,USD,ACTIVE
GC-500921,CUST-00066,2023-01-21,47.41,USD,ACTIVE
GC-500922,CUST-01785,2023-01-26,73.27,USD,ACTIVE
GC-500923,CUST-00090,2022-08-27,48.69,USD,ACTIVE
GC-500924,CUST-00209,2023-11-15,24.08,USD,ACTIVE
GC-500925,CUST-01703,2024-10-12,143.94,GBP,ACTIVE
GC-500926,CUST-01192,2022-03-17,94.86,USD,ACTIVE
GC-500927,CUST-01999,2023-04-20,23.82,GBP,ACTIVE
GC-500928,CUST-01837,2024-06-12,46.44,USD,ACTIVE
GC-500929,CUST-01795,2023-04-21,47.94,EUR,ACTIVE
GC-500930,CUST-01919,2022-09-26,194.23,USD,ACTIVE
GC-500931,CUST-00664,2023-03-01,194.99,USD,ACTIVE
GC-500932,CUST-00529,2022-12-21,48.03,USD,ACTIVE
GC-500933,CUST-02023,2023-09-14,47.78,USD,ACTIVE
GC-500934,CUST-01463,2022-11-21,135.48,USD,ACTIVE
GC-500935,CUST-00467,2023-04-10,138.36,USD,ACTIVE
GC-500936,CUST-00427,2022-04-14,99.63,USD,ACTIVE
GC-500937,CUST-00418,2022-03-27,22.92,EUR,ACTIVE
GC-500938,CUST-01482,2022-11-18,72.81,GBP,ACTIVE
GC-500939,CUST-00407,2022-11-12,70.01,GBP,ACTIVE
GC-500940,CUST-00827,2024-06-18,23.11,USD,ACTIVE
GC-500941,CUST-01175,2024-10-31,23.17,USD,ACTIVE
GC-500942,CUST-01700,2024-01-09,184.91,GBP,ACTIVE
GC-500943,CUST-01728,2023-04-13,94.13,USD,ACTIVE
GC-500944,CUST-02120,2022-05-23,69.86,USD,ACTIVE
GC-500945,CUST-01611,2022-03-17,183.02,GBP,ACTIVE
GC-500946,CUST-02130,2023-08-29,98.86,USD,ACTIVE
GC-500947,CUST-01247,2023-10-05,24.57,USD,VOIDED
GC-500948,CUST-00602,2024-04-07,184.1,USD,ACTIVE
GC-500949,CUST-00346,2022-03-17,70.42,EUR,ACTIVE
GC-500950,CUST-00517,2024-12-01,69.1,EUR,ACTIVE
GC-500951,CUST-01396,2022-11-24,24.73,USD,ACTIVE
GC-500952,CUST-01528,2023-06-16,140.32,GBP,ACTIVE
GC-500953,CUST-00511,2024-07-08,146.05,USD,ACTIVE
GC-500954,CUST-00958,2023-12-19,72.5,USD,ACTIVE
GC-500955,CUST-01547,2024-11-30,45.53,GBP,ACTIVE
GC-500956,CUST-01861,2022-07-20,188.51,USD,ACTIVE
GC-500957,CUST-00320,2024-01-27,141.04,GBP,ACTIVE
GC-500958,CUST-01618,2023-06-25,96.36,EUR,ACTIVE
GC-500959,CUST-02006,2024-05-03,47.53,USD,ACTIVE
GC-500960,CUST-00871,2024-07-21,24.37,USD,ACTIVE
GC-500961,CUST-00487,2024-04-16,23.42,USD,ACTIVE
GC-500962,CUST-00586,2022-10-19,90.49,EUR,VOIDED
GC-500963,CUST-01162,2023-03-18,189.78,USD,ACTIVE
GC-500964,CUST-00277,2022-04-02,95.73,USD,ACTIVE
GC-500965,CUST-01384,2024-02-12,196.67,USD,ACTIVE
GC-500966,CUST-02068,2024-08-01,188.98,USD,ACTIVE
GC-500967,CUST-00366,2024-04-18,49.5,USD,ACTIVE
GC-500968,CUST-02343,2023-09-25,182.48,EUR,ACTIVE
GC-500969,CUST-00789,2022-04-19,137.84,EUR,ACTIVE
GC-500970,CUST-01127,2023-02-26,196.78,USD,ACTIVE
GC-500971,CUST-00347,2024-12-28,70.51,EUR,ACTIVE
GC-500972,CUST-00096,2023-11-28,47.07,USD,ACTIVE
GC-500973,CUST-01565,2023-06-11,24.95,USD,ACTIVE
GC-500974,CUST-01333,2023-01-07,181.17,USD,ACTIVE
GC-500975,CUST-00969,2024-10-06,140.78,EUR,ACTIVE
GC-500976,CUST-01304,2024-08-09,90.65,EUR,ACTIVE
GC-500977,CUST-00958,2022-02-08,149.45,USD,ACTIVE
GC-500978,CUST-01009,2022-09-15,141.1,USD,ACTIVE
GC-500979,CUST-02050,2023-02-21,71.55,USD,ACTIVE
GC-500980,CUST-02202,2024-05-17,90.42,EUR,ACTIVE
GC-500981,CUST-00686,2022-01-02,92.73,USD,ACTIVE
GC-500982,CUST-00287,2023-09-08,96.98,USD,ACTIVE
GC-500983,CUST-01145,2024-06-03,142.57,USD,ACTIVE
GC-500984,CUST-01071,2024-07-16,48.31,USD,ACTIVE
GC-500985,CUST-00066,2022-10-01,24.02,GBP,ACTIVE
GC-500986,CUST-00711,2024-04-26,194.07,EUR,ACTIVE
GC-500987,CUST-00333,2022-06-08,24.73,EUR,ACTIVE
GC-500988,CUST-00506,2023-12-24,140.37,USD,ACTIVE
GC-500989,CUST-00035,2022-09-13,74.52,USD,ACTIVE
GC-500990,CUST-01242,2023-03-29,99.67,USD,ACTIVE
GC-500991,CUST-00857,2022-01-15,187.92,USD,ACTIVE
GC-500992,CUST-02024,2022-12-16,48.3,EUR,ACTIVE
GC-500993,CUST-02315,2022-12-26,136.92,USD,ACTIVE
GC-500994,CUST-02335,2023-04-12,195.65,EUR,ACTIVE
GC-500995,CUST-00095,2024-12-27,72.61,EUR,VOIDED
GC-500996,CUST-00009,2024-05-24,198.86,GBP,ACTIVE
GC-500997,CUST-01772,2024-04-13,24.2,USD,ACTIVE
GC-500998,CUST-02181,2024-07-08,23.48,USD,ACTIVE
GC-500999,CUST-00305,2023-05-27,46.65,USD,ACTIVE
GC-501000,CUST-00397,2022-02-27,98.08,USD,ACTIVE
GC-501001,CUST-01370,2023-05-28,23.68,USD,ACTIVE
GC-501002,CUST-00299,2024-06-17,188.93,USD,ACTIVE
GC-501003,CUST-00137,2024-02-12,181.3,USD,ACTIVE
GC-501004,CUST-01811,2022-04-23,144.39,USD,ACTIVE
GC-501005,CUST-00229,2022-04-17,94.02,USD,ACTIVE
GC-501006,CUST-01684,2023-04-23,192.48,EUR,ACTIVE
GC-501007,CUST-00789,2022-08-10,23.99,USD,ACTIVE
GC-501008,CUST-00794,2022-09-16,138.84,GBP,ACTIVE
GC-501009,CUST-01466,2023-09-30,146.63,EUR,ACTIVE
GC-501010,CUST-01405,2023-08-20,23.79,USD,ACTIVE
GC-501011,CUST-00593,2022-04-28,147.29,USD,ACTIVE
GC-501012,CUST-00224,2024-05-14,49.88,USD,ACTIVE
GC-501013,CUST-00825,2022-05-21,48.34,USD,ACTIVE
GC-501014,CUST-01915,2023-11-10,149.45,EUR,ACTIVE
GC-501015,CUST-01715,2023-11-05,23.64,USD,ACTIVE
GC-501016,CUST-02032,2023-03-26,184.46,USD,ACTIVE
GC-501017,CUST-00874,2023-05-05,195.37,USD,ACTIVE
GC-501018,CUST-00841,2024-03-30,23.41,USD,ACTIVE
GC-501019,CUST-02273,2022-08-24,70.8,USD,ACTIVE
GC-501020,CUST-01475,2022-03-31,45.99,USD,ACTIVE
GC-501021,CUST-00714,2023-11-27,45.89,EUR,ACTIVE
GC-501022,CUST-01073,2022-07-27,182.74,USD,ACTIVE
GC-501023,CUST-00455,2023-11-25,70.92,USD,ACTIVE
GC-501024,CUST-00777,2023-01-28,96.94,EUR,ACTIVE
GC-501025,CUST-01343,2023-05-22,195.91,USD,ACTIVE
GC-501026,CUST-02393,2024-09-28,181.63,USD,ACTIVE
GC-501027,CUST-00266,2022-12-09,97.51,EUR,ACTIVE
GC-501028,CUST-02086,2024-02-06,141.96,USD,ACTIVE
GC-501029,CUST-01643,2022-03-16,49.47,USD,ACTIVE
GC-501030,CUST-00644,2024-02-06,136.27,USD,ACTIVE
GC-501031,CUST-01821,2024-11-28,47.92,USD,ACTIVE
GC-501032,CUST-01746,2024-07-12,94.09,USD,ACTIVE
GC-501033,CUST-01119,2024-02-23,47.21,USD,ACTIVE
GC-501034,CUST-02240,2022-06-10,45.49,USD,ACTIVE
GC-501035,CUST-02237,2023-02-15,48.38,USD,ACTIVE
GC-501036,CUST-01420,2024-04-07,146.37,USD,ACTIVE
GC-501037,CUST-02100,2022-11-02,46.13,USD,ACTIVE
GC-501038,CUST-00958,2024-11-22,146.36,EUR,ACTIVE
GC-501039,CUST-01396,2022-06-25,47.14,USD,ACTIVE
GC-501040,CUST-01844,2022-03-03,47.89,USD,ACTIVE
GC-501041,CUST-00040,2024-10-20,70.05,GBP,ACTIVE
GC-501042,CUST-02203,2023-09-06,135.35,USD,ACTIVE
GC-501043,CUST-00630,2023-11-08,195.98,EUR,VOIDED
GC-501044,CUST-02351,2024-03-11,49.74,USD,ACTIVE
GC-501045,CUST-00772,2024-08-30,71.77,USD,ACTIVE
GC-501046,CUST-00728,2022-03-07,142.33,GBP,ACTIVE
GC-501047,CUST-01581,2023-08-05,46.46,USD,ACTIVE
GC-501048,CUST-00529,2024-05-06,181.38,USD,ACTIVE
GC-501049,CUST-01945,2022-11-22,149.09,EUR,ACTIVE
GC-501050,CUST-02059,2024-07-28,45.04,USD,ACTIVE
GC-501051,CUST-01636,2023-05-21,74.33,EUR,ACTIVE
GC-501052,CUST-01896,2022-03-22,23.22,GBP,VOIDED
GC-501053,CUST-01870,2023-12-12,195.85,GBP,ACTIVE
GC-501054,CUST-01576,2023-01-11,136.43,GBP,ACTIVE
GC-501055,CUST-00179,2023-05-06,74.12,USD,ACTIVE
GC-501056,CUST-00314,2022-08-04,70.58,EUR,ACTIVE
GC-501057,CUST-02073,2022-04-02,22.68,USD,ACTIVE
GC-501058,CUST-01892,2024-02-20,187.99,USD,ACTIVE
GC-501059,CUST-00044,2023-05-29,198.34,USD,ACTIVE
GC-501060,CUST-00661,2022-12-16,136.51,USD,ACTIVE
GC-501061,CUST-02181,2023-03-19,180.96,USD,ACTIVE
GC-501062,CUST-02142,2022-07-30,186.17,USD,ACTIVE
GC-501063,CUST-00200,2024-02-12,46.87,USD,ACTIVE
GC-501064,CUST-00066,2024-05-13,23.34,USD,ACTIVE
GC-501065,CUST-00259,2023-03-28,183.36,USD,ACTIVE
GC-501066,CUST-02100,2022-08-09,71.72,USD,ACTIVE
GC-501067,CUST-02219,2024-03-20,23.08,USD,ACTIVE
GC-501068,CUST-00712,2022-01-31,186.32,USD,ACTIVE
GC-501069,CUST-01684,2023-09-10,99.83,EUR,ACTIVE
GC-501070,CUST-02332,2022-12-18,24.0,USD,ACTIVE
GC-501071,CUST-00545,2023-11-12,195.23,USD,ACTIVE
GC-501072,CUST-01975,2022-05-19,24.02,USD,ACTIVE
GC-501073,CUST-01567,2024-11-12,184.65,GBP,ACTIVE
GC-501074,CUST-00055,2023-04-22,146.38,USD,ACTIVE
GC-501075,CUST-01756,2023-05-14,22.65,EUR,ACTIVE
GC-501076,CUST-01818,2023-11-05,69.88,USD,ACTIVE
GC-501077,CUST-02134,2024-04-29,73.13,GBP,ACTIVE
GC-501078,CUST-01357,2023-12-03,47.7,USD,VOIDED
GC-501079,CUST-01018,2023-04-01,95.21,EUR,ACTIVE
GC-501080,CUST-00025,2022-05-13,24.88,USD,ACTIVE
GC-501081,CUST-00837,2022-09-15,47.96,USD,ACTIVE
GC-501082,CUST-00968,2024-11-05,97.25,USD,ACTIVE
GC-501083,CUST-01004,2024-05-18,138.73,USD,ACTIVE
GC-501084,CUST-01632,2024-02-13,94.41,USD,ACTIVE
GC-501085,CUST-01751,2022-06-20,143.06,USD,ACTIVE
GC-501086,CUST-00720,2023-06-11,93.06,USD,ACTIVE
GC-501087,CUST-01533,2024-10-03,99.4,USD,ACTIVE
GC-501088,CUST-00292,2024-04-17,23.46,USD,ACTIVE
GC-501089,CUST-00796,2024-06-12,186.97,USD,ACTIVE
GC-501090,CUST-01509,2022-04-29,99.27,GBP,ACTIVE
GC-501091,CUST-01957,2022-03-12,194.13,USD,ACTIVE
GC-501092,CUST-00606,2023-06-20,99.44,EUR,ACTIVE
GC-501093,CUST-02369,2022-11-27,24.43,USD,ACTIVE
GC-501094,CUST-01575,2024-03-25,149.61,GBP,ACTIVE
GC-501095,CUST-01733,2022-12-06,72.69,USD,ACTIVE
GC-501096,CUST-00585,2023-07-05,49.65,GBP,ACTIVE
GC-501097,CUST-02151,2024-05-03,73.0,GBP,ACTIVE
GC-501098,CUST-00764,2022-10-03,91.82,USD,ACTIVE
GC-501099,CUST-00871,2023-01-16,24.37,USD,ACTIVE
GC-501100,CUST-01063,2024-04-17,198.26,USD,ACTIVE
GC-501101,CUST-00681,2022-06-13,23.44,USD,ACTIVE
GC-501102,CUST-00030,2022-03-27,47.61,USD,ACTIVE
GC-501103,CUST-02131,2023-06-29,97.57,USD,ACTIVE
GC-501104,CUST-01379,2024-01-30,75.0,GBP,ACTIVE
GC-501105,CUST-01633,2024-02-15,24.94,EUR,ACTIVE
GC-501106,CUST-00013,2024-07-24,97.25,GBP,VOIDED
GC-501107,CUST-00569,2022-02-22,24.67,EUR,ACTIVE
GC-501108,CUST-00069,2024-01-08,186.51,USD,ACTIVE
GC-501109,CUST-01753,2024-09-02,198.1,GBP,ACTIVE
GC-501110,CUST-00800,2022-10-21,146.77,EUR,ACTIVE
GC-501111,CUST-00131,2022-09-19,23.25,USD,ACTIVE
GC-501112,CUST-02248,2024-08-14,99.55,USD,ACTIVE
GC-501113,CUST-00433,2024-06-09,22.9,GBP,ACTIVE
GC-501114,CUST-00903,2023-06-12,99.52,GBP,ACTIVE
GC-501115,CUST-00557,2024-12-30,189.84,GBP,ACTIVE
GC-501116,CUST-00917,2022-05-13,70.33,GBP,ACTIVE
GC-501117,CUST-01564,2024-06-13,46.3,USD,ACTIVE
GC-501118,CUST-02347,2024-01-24,74.66,USD,ACTIVE
GC-501119,CUST-00007,2023-09-29,143.03,USD,ACTIVE
GC-501120,CUST-01310,2024-01-18,47.6,GBP,ACTIVE
GC-501121,CUST-00910,2022-08-07,23.85,USD,ACTIVE
GC-501122,CUST-01161,2022-10-26,196.98,GBP,ACTIVE
GC-501123,CUST-01312,2023-09-25,182.47,EUR,ACTIVE
GC-501124,CUST-00884,2024-10-10,199.33,USD,ACTIVE
GC-501125,CUST-01365,2022-11-09,49.24,GBP,ACTIVE
GC-501126,CUST-00216,2023-01-02,187.84,USD,ACTIVE
GC-501127,CUST-00653,2022-02-14,93.37,EUR,ACTIVE
GC-501128,CUST-01427,2024-03-12,23.82,USD,ACTIVE
GC-501129,CUST-00222,2023-09-15,183.27,USD,ACTIVE
GC-501130,CUST-01977,2023-08-20,46.09,USD,ACTIVE
GC-501131,CUST-01484,2022-07-28,46.88,GBP,ACTIVE
GC-501132,CUST-00231,2022-07-16,91.8,USD,ACTIVE
GC-501133,CUST-01387,2024-06-07,194.45,USD,ACTIVE
GC-501134,CUST-00987,2024-03-23,72.66,USD,ACTIVE
GC-501135,CUST-00368,2024-08-07,92.75,GBP,ACTIVE
GC-501136,CUST-01505,2022-01-24,22.71,USD,ACTIVE
GC-501137,CUST-01573,2024-09-18,188.67,GBP,ACTIVE
GC-501138,CUST-00408,2023-10-29,198.18,USD,ACTIVE
GC-501139,CUST-01661,2022-02-10,147.26,USD,ACTIVE
GC-501140,CUST-02002,2022-05-11,143.08,EUR,ACTIVE
GC-501141,CUST-00850,2022-08-29,145.43,USD,ACTIVE
GC-501142,CUST-01288,2022-09-09,47.88,USD,ACTIVE
GC-501143,CUST-00360,2023-06-10,24.95,USD,ACTIVE
GC-501144,CUST-01202,2024-12-29,47.89,USD,ACTIVE
GC-501145,CUST-02141,2023-12-23,142.66,EUR,ACTIVE
GC-501146,CUST-00184,2023-05-01,45.71,USD,ACTIVE
GC-501147,CUST-00550,2023-03-19,69.58,EUR,ACTIVE
GC-501148,CUST-00305,2023-06-07,96.5,USD,ACTIVE
GC-501149,CUST-00342,2023-06-05,99.4,GBP,ACTIVE
GC-501150,CUST-00290,2023-07-06,192.91,GBP,ACTIVE
GC-501151,CUST-02309,2024-11-13,47.1,EUR,ACTIVE
GC-501152,CUST-01777,2024-02-16,138.71,USD,ACTIVE
GC-501153,CUST-00925,2023-07-15,23.44,USD,ACTIVE
GC-501154,CUST-00720,2024-12-14,71.92,GBP,ACTIVE
GC-501155,CUST-02167,2023-12-16,147.98,GBP,ACTIVE
GC-501156,CUST-00406,2022-04-09,74.6,USD,ACTIVE
GC-501157,CUST-00637,2022-09-16,95.68,USD,ACTIVE
GC-501158,CUST-01920,2024-10-25,74.64,USD,ACTIVE
GC-501159,CUST-01252,2024-04-12,24.09,USD,ACTIVE
GC-501160,CUST-00384,2022-12-05,22.71,EUR,ACTIVE
GC-501161,CUST-02181,2022-09-13,24.04,USD,VOIDED
GC-501162,CUST-00030,2024-05-20,146.25,GBP,ACTIVE
GC-501163,CUST-02164,2022-03-28,99.65,EUR,ACTIVE
GC-501164,CUST-02145,2023-04-06,23.42,USD,ACTIVE
GC-501165,CUST-00209,2024-05-15,91.7,USD,ACTIVE
GC-501166,CUST-00483,2023-08-18,92.94,USD,ACTIVE
GC-501167,CUST-02330,2024-03-17,74.47,USD,ACTIVE
GC-501168,CUST-02000,2022-04-28,24.04,USD,ACTIVE
GC-501169,CUST-00810,2022-06-23,148.48,EUR,ACTIVE
GC-501170,CUST-01755,2023-01-09,68.32,EUR,ACTIVE
GC-501171,CUST-00165,2022-10-01,97.44,USD,VOIDED
GC-501172,CUST-00657,2023-02-12,199.66,USD,ACTIVE
GC-501173,CUST-02254,2024-10-11,182.55,GBP,ACTIVE
GC-501174,CUST-02056,2024-03-07,24.89,USD,ACTIVE
GC-501175,CUST-00638,2023-12-06,24.42,EUR,ACTIVE
GC-501176,CUST-01402,2024-05-29,180.16,EUR,ACTIVE
GC-501177,CUST-01015,2022-11-09,137.8,GBP,ACTIVE
GC-501178,CUST-00813,2024-08-28,24.25,GBP,ACTIVE
GC-501179,CUST-00610,2023-04-15,47.01,USD,ACTIVE
GC-501180,CUST-01558,2024-04-14,72.75,EUR,ACTIVE
GC-501181,CUST-01963,2022-05-06,96.44,EUR,ACTIVE
GC-501182,CUST-00745,2022-03-25,24.15,USD,ACTIVE
GC-501183,CUST-01490,2023-11-16,22.74,USD,ACTIVE
GC-501184,CUST-00534,2023-11-10,196.2,USD,ACTIVE
GC-501185,CUST-02167,2024-02-01,185.52,USD,ACTIVE
GC-501186,CUST-00358,2022-08-06,194.85,USD,ACTIVE
GC-501187,CUST-00781,2023-01-31,99.26,GBP,ACTIVE
GC-501188,CUST-01405,2023-09-10,99.9,GBP,ACTIVE
GC-501189,CUST-00630,2022-03-31,47.09,USD,ACTIVE
GC-501190,CUST-02296,2023-12-13,96.3,USD,ACTIVE
GC-501191,CUST-00278,2024-09-15,148.97,USD,ACTIVE
GC-501192,CUST-01187,2022-04-04,24.49,EUR,ACTIVE
GC-501193,CUST-01629,2024-10-10,148.05,GBP,ACTIVE
GC-501194,CUST-01599,2024-03-31,69.05,EUR,ACTIVE
GC-501195,CUST-00893,2022-01-19,95.04,EUR,ACTIVE
GC-501196,CUST-01243,2023-03-28,185.37,USD,ACTIVE
GC-501197,CUST-00187,2024-12-28,67.79,USD,ACTIVE
GC-501198,CUST-00545,2023-07-08,199.6,USD,ACTIVE
GC-501199,CUST-00006,2023-12-13,149.58,GBP,ACTIVE
GC-501200,CUST-00043,2023-12-30,199.3,USD,ACTIVE
GC-501201,CUST-02202,2022-08-06,193.76,GBP,ACTIVE
GC-501202,CUST-02257,2023-02-27,46.62,USD,ACTIVE
GC-501203,CUST-01620,2022-11-15,48.65,USD,ACTIVE
GC-501204,CUST-00774,2024-10-01,48.24,GBP,ACTIVE
GC-501205,CUST-00728,2024-03-18,137.82,GBP,ACTIVE
GC-501206,CUST-01005,2024-07-20,91.0,GBP,ACTIVE
GC-501207,CUST-00056,2022-03-31,48.85,USD,ACTIVE
GC-501208,CUST-00829,2022-10-13,148.39,USD,ACTIVE
GC-501209,CUST-01359,2024-09-07,45.28,USD,ACTIVE
GC-501210,CUST-02227,2022-09-10,22.76,USD,ACTIVE
GC-501211,CUST-01576,2022-08-19,49.95,USD,ACTIVE
GC-501212,CUST-01464,2022-06-06,68.39,EUR,ACTIVE
GC-501213,CUST-00619,2022-12-31,140.02,USD,ACTIVE
GC-501214,CUST-00616,2023-09-10,70.11,EUR,ACTIVE
GC-501215,CUST-01512,2023-06-28,24.47,GBP,ACTIVE
GC-501216,CUST-00601,2023-10-18,94.47,USD,ACTIVE
GC-501217,CUST-00276,2022-08-20,99.6,EUR,ACTIVE
GC-501218,CUST-01308,2024-10-09,96.93,USD,ACTIVE
GC-501219,CUST-00567,2023-05-19,95.49,USD,ACTIVE
GC-501220,CUST-02367,2023-03-26,23.09,GBP,ACTIVE
